ID,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
11413,Address: 463 Nevada Street, San FranciscoSales price: 789000Sales date: 10/25/2013Bedrooms: 3Square feet: 982Lot size: 1751,463 Nevada St,2,3,1250,10/25/2013,789000,37.736156,-122.4115,Bernal Heights,6,SingleFamily,1964,1631709,"1,214,400",94110,15163997
11414,Address: 1141 Florida Street, San FranciscoSales price: 915000Sales date: 10/25/2013Bedrooms: 0Square feet: 1033Lot size: 0,1141 Florida St,1,2,1033,10/25/2013,915000,37.753667,-122.410075,Mission,4,Condominium,1912,1063428,"1,167,700",94110,115876281
11415,Address: 24 Lobos Street, San FranciscoSales price: 550000Sales date: 10/25/2013Bedrooms: 0Square feet: 875Lot size: 3123,24 Lobos St,1,2,875,10/25/2013,550000,37.715197,-122.453595,Oceanview,4,SingleFamily,1948,705327,"752,700",94112,15193889
11416,Address: 336 Hanover Street, San FranciscoSales price: 625000Sales date: 10/25/2013Bedrooms: 4Square feet: 1503Lot size: 2500,336 Hanover St,1,2,1503,10/25/2013,625000,37.709226,-122.44365,Crocker Amazon,8,SingleFamily,1977,777544,"817,600",94112,15179542
11417,Address: 1164 Church Street, San FranciscoSales price: 2450000Sales date: 10/25/2013Bedrooms: 4Square feet: 2996Lot size: 2996,1164 Church St,5,4,2956,10/25/2013,2450000,37.752204,-122.427798,Noe Valley,6,SingleFamily,1900,4241440,"1,751,900",94114,15147104
11418,Address: 1970 Ellis Street, San FranciscoSales price: 893000Sales date: 10/25/2013Bedrooms: 2Square feet: 1201Lot size: 5300,1970 Ellis St,1,3,1201,10/25/2013,893000,37.781836,-122.438494,Western Addition,7,Condominium,1983,1622611,"971,300",94115,15083939
11419,Address: 2400 Steiner Street #2, San FranciscoSales price: 1280000Sales date: 10/25/2013Bedrooms: 0Square feet: 1268Lot size: 3381,2400 Steiner St # 2,1,1,1268,10/25/2013,1280000,37.791599,-122.435867,Pacific Heights,3,Condominium,1898,1715998,"1,884,400",94115,15074057
11420,Address: 2054 48th Avenue, San FranciscoSales price: 688000Sales date: 10/25/2013Bedrooms: 2Square feet: 1036Lot size: 2996,2054 48th Ave,1,2,1036,10/25/2013,688000,37.748116,-122.506888,Outer Parkside,4,SingleFamily,1952,935362,"982,900",94116,15116689
11422,Address: 2255 41st Avenue, San FranciscoSales price: 925000Sales date: 10/25/2013Bedrooms: 0Square feet: 1292Lot size: 2996,2255 41st Ave,1,2,1436,10/25/2013,925000,37.744694,-122.49978,Outer Parkside,5,SingleFamily,1951,1191883,"982,900",94116,15118729
11424,Address: 2016 Fell Street, San FranciscoSales price: 1225000Sales date: 10/25/2013Bedrooms: 2Square feet: 1619Lot size: 2505,2016 Fell St,2,4,1623,10/25/2013,1225000,37.772571,-122.451179,North Panhandle,7,Condominium,1909,1313661,"1,211,900",94117,15086327
11425,Address: 568 5th Avenue #3, San FranciscoSales price: 1149000Sales date: 10/25/2013Bedrooms: 4Square feet: 2312Lot size: 3600,568 5th Ave # 3,3,4,2312,10/25/2013,1149000,37.77797,-122.46267,Inner Richmond,7,Condominium,1995,2038131,"1,679,000",94118,15094687
11427,Address: 215 North Willard Street, San FranciscoSales price: 2025000Sales date: 10/25/2013Bedrooms: 6Square feet: 5437Lot size: 2500,215-217 N Willard St,4,6,5437,10/25/2013,2025000,37.77617,-122.456767,Lone Mountain,14,MultiFamily2To4,1987,2594425,"1,419,600",94118,15085313
11428,Address: 60 Arguello Boulevard, San FranciscoSales price: 4330000Sales date: 10/25/2013Bedrooms: 5Square feet: 4188Lot size: 2966,60 Arguello Blvd,4,5,5000,10/25/2013,4330000,37.78871,-122.459065,Presidio Heights,11,SingleFamily,1912,7510137,"5,244,900",94118,15081585
11429,Address: 30 Presidio Terrace, San FranciscoSales price: 9500000Sales date: 10/25/2013Bedrooms: 0Square feet: 7425Lot size: 14904,30 Presidio Ter,6,6,8180,10/25/2013,9500000,37.787997,-122.45974,Presidio Heights,16,SingleFamily,1909,9715846,"5,244,900",94118,15089411
11430,Address: 1795 40th Avenue, San FranciscoSales price: 742000Sales date: 10/25/2013Bedrooms: 0Square feet: 1163Lot size: 2208,1795 40th Ave,1,2,1163,10/25/2013,742000,37.753464,-122.499165,Outer Sunset,5,SingleFamily,1941,1027076,"1,030,300",94122,67447671
11431,Address: 1727 35th Avenue, San FranciscoSales price: 800000Sales date: 10/25/2013Bedrooms: 0Square feet: 1200Lot size: 2996,1727 35th Ave,1,2,1200,10/25/2013,800000,37.754781,-122.494039,Central Sunset,5,SingleFamily,1940,976376,"1,111,300",94122,15110542
11432,Address: 1290 45th Avenue, San FranciscoSales price: 857000Sales date: 10/25/2013Bedrooms: 0Square feet: 1537Lot size: 1812,1290 45th Ave,2,3,1537,10/25/2013,857000,37.762556,-122.504757,Outer Sunset,5,SingleFamily,1940,1102588,"1,030,300",94122,15100944
11433,Address: 1650 Bay Street, San FranciscoSales price: 2125000Sales date: 10/25/2013Bedrooms: 0Square feet: 1875Lot size: 2212,1650 Bay St,2.5,3,2400,10/25/2013,2125000,37.803198,-122.434241,Marina,6,SingleFamily,1937,3809582,"2,157,700",94123,15070155
11434,Address: 640 Teresita Boulevard, San FranciscoSales price: 975000Sales date: 10/25/2013Bedrooms: 3Square feet: 1868Lot size: 2230,640 Teresita Blvd,2,3,1868,11/09/2015,1650000,37.736655,-122.446003,Miraloma Park,7,SingleFamily,1940,1572975,"1,227,600",94127,15136207
11435,Address: 33 Santa Monica Way, San FranciscoSales price: 2000000Sales date: 10/25/2013Bedrooms: 0Square feet: 2426Lot size: 5209,33 Santa Monica Way,3,4,2426,10/25/2013,2000000,37.739178,-122.465044,St. Francis Wood,6,SingleFamily,1918,2613750,"3,009,100",94127,15135618
11436,Address: 148 Sussex Street, San FranciscoSales price: 867000Sales date: 10/25/2013Bedrooms: 0Square feet: 986Lot size: 2495,148 Sussex St,1,2,1100,10/25/2013,867000,37.736947,-122.435691,Glen Park,5,SingleFamily,1953,1609307,"1,628,900",94131,15184587
11438,Address: 625 Goettingen Street, San FranciscoSales price: 403000Sales date: 10/25/2013Bedrooms: 1Square feet: 800Lot size: 3000,625 Goettingen St,1,1,800,10/25/2013,403000,37.724165,-122.405125,Portola,4,SingleFamily,1912,684695,"891,600",94134,15171789
11439,Address: 601 Van Ness Avenue #326, San FranciscoSales price: 496000Sales date: 10/24/2013Bedrooms: 2Square feet: 718Lot size: 105806,601 Van Ness Ave APT 326,1,1,718,10/24/2013,496000,37.781386,-122.421406,Van Ness - Civic Center,3,Condominium,1982,613955,"839,200",94102,15077850
11440,Address: 1160 Mission Street #1704, San FranciscoSales price: 740000Sales date: 10/24/2013Bedrooms: 1Square feet: 765Lot size: 43557,1160 Mission St UNIT 1704,1,1,765,10/24/2013,740000,37.778705,-122.412635,South of Market,3,Condominium,2008,840509,"957,300",94103,82785918
11443,Address: 1650 Jackson Street #404, San FranciscoSales price: 725000Sales date: 10/24/2013Bedrooms: 0Square feet: 875Lot size: 14631,1650 Jackson St APT 404,1,1,875,10/24/2013,725000,37.794307,-122.422273,Nob Hill,4,Condominium,1991,983595,"1,440,700",94109,15073689
11444,Address: 1673 Bush Street, San FranciscoSales price: 1398000Sales date: 10/24/2013Bedrooms: 4Square feet: 2022Lot size: 3195,1673 Bush St,2,4,2022,10/24/2013,1398000,37.787877,-122.424648,Van Ness - Civic Center,10,SingleFamily,1885,2226479,"839,200",94109,15075518
11446,Address: 380 Bartlett Street #201, San FranciscoSales price: 1025000Sales date: 10/24/2013Bedrooms: 3Square feet: 1300Lot size: 3378,380 Bartlett St # 201,2,4,1450,10/24/2013,1025000,37.750985,-122.419755,Mission,6,Condominium,1990,1490062,"1,167,700",94110,15180372
11447,Address: 3365 20th Street #8, San FranciscoSales price: 1050000Sales date: 10/24/2013Bedrooms: 2Square feet: 1221Lot size: 6155,3365 20th St APT 8,2,2,1221,10/24/2013,1050000,37.758632,-122.416126,Mission,5,Condominium,2002,1338641,"1,167,700",94110,80737892
11448,Address: 330 Allison Street, San FranciscoSales price: 360000Sales date: 10/24/2013Bedrooms: 0Square feet: 1287Lot size: 2996,330 Allison St,1,3,1287,04/29/2014,690000,37.710695,-122.44124,Crocker Amazon,6,SingleFamily,1954,604884,"817,600",94112,15179427
11449,Address: 431 Silver Avenue, San FranciscoSales price: 750000Sales date: 10/24/2013Bedrooms: 2Square feet: 1563Lot size: 2748,431 Silver Ave,1,2,1563,10/24/2013,750000,37.728801,-122.427493,Excelsior,6,SingleFamily,1914,963581,"757,400",94112,15166271
11451,Address: 2500 35th Avenue, San FranciscoSales price: 811500Sales date: 10/24/2013Bedrooms: 2Square feet: 1663Lot size: 2375,2500 35th Ave,4,5,2340,10/24/2013,811500,37.740299,-122.492411,Parkside,6,SingleFamily,1931,1453476,"1,094,000",94116,15123854
11452,Address: 2130 Vicente Street, San FranciscoSales price: 870000Sales date: 10/24/2013Bedrooms: 0Square feet: 1102Lot size: 1875,2130 Vicente St,2,3,1298,10/24/2013,870000,37.738895,-122.489952,Parkside,7,SingleFamily,1954,916205,"1,094,000",94116,15123776
11453,Address: 2755 34th Avenue, San FranciscoSales price: 976500Sales date: 10/24/2013Bedrooms: 0Square feet: 1481Lot size: 4996,2755 34th Ave,3,4,1481,05/16/2014,1450000,37.736233,-122.491703,Parkside,7,SingleFamily,1950,1299047,"1,094,000",94116,15125809
11455,Address: 120 Lake Street, San FranciscoSales price: 3415000Sales date: 10/24/2013Bedrooms: 0Square feet: 3150Lot size: 2604,120 Lake St,4.5,4,4565,10/24/2013,3415000,37.787101,-122.460868,Presidio Heights,12,SingleFamily,1922,4333409,"5,244,900",94118,15089413
11456,Address: 855 36th Avenue, San FranciscoSales price: 1217000Sales date: 10/24/2013Bedrooms: 5Square feet: 3691Lot size: 3000,855-857 36TH Ave,4,6,3902,10/24/2013,1217000,37.772851,-122.496368,Outer Richmond,15,Duplex,1925,1801673,"1,187,700",94121,15100033
11457,Address: 3052 Octavia Street, San FranciscoSales price: 3100000Sales date: 10/24/2013Bedrooms: 0Square feet: 3260Lot size: 2495,3052 Octavia St,5,4,3884,10/24/2013,3100000,37.800478,-122.429134,Cow Hollow,12,SingleFamily,1907,4068721,"2,134,300",94123,15071104
11458,Address: 810 Congo Street, San FranciscoSales price: 1060000Sales date: 10/24/2013Bedrooms: 0Square feet: 1386Lot size: 2735,810 Congo St,2,3,1386,10/24/2013,1060000,37.734776,-122.440757,Glen Park,5,SingleFamily,1954,1548268,"1,628,900",94131,15185277
11459,Address: 8300 Oceanview Terrace #307, San FranciscoSales price: 458000Sales date: 10/24/2013Bedrooms: 2Square feet: 961Lot size: 325629,8300 Oceanview Ter APT 307,2,2,961,10/24/2013,458000,37.71048,-122.467645,Ingleside Heights,4,Condominium,2002,622275,"688,100",94132,67395119
11460,Address: 865 Vallejo Street #101, San FranciscoSales price: 900000Sales date: 10/24/2013Bedrooms: 2Square feet: 836Lot size: 4730,865 Vallejo St APT 101,1,2,836,10/24/2013,900000,37.797965,-122.411395,North Beach,4,Condominium,1986,956243,"1,218,900",94133,15066663
11461,Address: 200 Diamond Cove Terrace, San FranciscoSales price: 837000Sales date: 10/24/2013Bedrooms: 0Square feet: 0Lot size: 0,200 Diamond Cove Ter,3,4,1930,10/24/2013,837000,37.712698,-122.3937,Bayview,7,Condominium,2013,939084,"719,000",94134,122064055
11462,Address: 239 Connecticut Street, San FranciscoSales price: 1330000Sales date: 10/23/2013Bedrooms: 3Square feet: 1880Lot size: 2500,239-241 Connecticut St,2,3,1880,10/23/2013,1330000,37.763276,-122.397254,Potrero Hill,7,Duplex,1900,1360273,"1,264,000",94107,15149031
11463,Address: 1101 Green Street #404, San FranciscoSales price: 725000Sales date: 10/23/2013Bedrooms: 1Square feet: 907Lot size: 5279,1101 Green St # 404,1,1,907,10/23/2013,725000,37.798234,-122.417394,Russian Hill,4,Condominium,1930,1027254,"1,608,800",94109,15066206
11464,Address: 350 Alabama Street #11, San FranciscoSales price: 1050000Sales date: 10/23/2013Bedrooms: 3Square feet: 1842Lot size: 15033,350 Alabama St APT 11,2.5,3,1842,10/23/2013,1050000,37.76481,-122.41271,Mission,5,Condominium,2003,1620963,"1,167,700",94110,64972811
11465,Address: 325 Precita Avenue, San FranciscoSales price: 1216000Sales date: 10/23/2013Bedrooms: 3Square feet: 1328Lot size: 3125,325 Precita Ave,2,3,1328,10/23/2013,1216000,37.74745,-122.41299,Bernal Heights,6,Condominium,1998,1423597,"1,214,400",94110,53153636
11466,Address: 101 Lombard Street #205W, San FranciscoSales price: 850000Sales date: 10/23/2013Bedrooms: 0Square feet: 1392Lot size: 113438,101 Lombard St APT 205W,2,2,1392,10/23/2013,850000,37.80347,-122.40409,Telegraph Hill,5,Condominium,1983,1450952,"1,215,500",94111,15064914
11467,Address: 151 Louisburg Street, San FranciscoSales price: 715000Sales date: 10/23/2013Bedrooms: 0Square feet: 1430Lot size: 3001,151 Louisburg St,1,2,1430,10/23/2013,715000,37.720928,-122.449503,Ingleside,9,SingleFamily,1941,890661,"799,700",94112,15188868
11469,Address: 1023 Plymouth Avenue, San FranciscoSales price: 845000Sales date: 10/23/2013Bedrooms: 3Square feet: 1475Lot size: 2825,1023 Plymouth Ave,2,3,2100,10/23/2013,845000,37.720492,-122.456451,Ingleside,8,SingleFamily,1924,1061351,"799,700",94112,15189164
11472,Address: 1219 Shrader Street, San FranciscoSales price: 1150000Sales date: 10/23/2013Bedrooms: 2Square feet: 1199Lot size: 2823,1219 Shrader St,1,2,1200,10/23/2013,1150000,37.763485,-122.45128,Parnassus - Ashbury,5,Condominium,1909,1279237,"2,111,800",94117,15088236
11473,Address: 402 8th Avenue #306, San FranciscoSales price: 650000Sales date: 10/23/2013Bedrooms: 2Square feet: 954Lot size: 13459,402 8th Ave APT 306,2,2,954,10/23/2013,650000,37.78063,-122.46606,Inner Richmond,4,Condominium,1989,840758,"1,679,000",94118,15094363
11474,Address: 504 Hugo Street, San FranciscoSales price: 1263000Sales date: 10/23/2013Bedrooms: 0Square feet: 0Lot size: 2408,504 Hugo St,2,3,1692,10/23/2013,1263000,37.76525,-122.463555,Inner Sunset,6,Condominium,1909,1354953,"1,348,400",94122,59779562
11475,Address: 2428 Union Street #1, San FranciscoSales price: 600000Sales date: 10/23/2013Bedrooms: 1Square feet: 750Lot size: 2750,2428 Union St APT 1,1,1,814,10/23/2013,600000,37.796842,-122.439372,Cow Hollow,3,Condominium,1923,992117,"2,134,300",94123,15071844
11476,Address: 2075 Greenwich Street, San FranciscoSales price: 1100000Sales date: 10/23/2013Bedrooms: 2Square feet: 1279Lot size: 1920,2075 Greenwich St,1,2,1279,10/23/2013,1100000,37.799042,-122.433759,Cow Hollow,5,Condominium,1924,1628583,"2,134,300",94123,64657094
11477,Address: 2077 Greenwich Street, San FranciscoSales price: 1100000Sales date: 10/23/2013Bedrooms: 2Square feet: 1113Lot size: 1920,2077 Greenwich St,1,2,1113,10/23/2013,1100000,37.799041,-122.433757,Cow Hollow,5,Condominium,1924,1393298,"2,134,300",94123,64971853
11478,Address: 2629 Chestnut Street, San FranciscoSales price: 1450000Sales date: 10/23/2013Bedrooms: 3Square feet: 1525Lot size: 2125,2629 Chestnut St,1,3,1525,10/23/2013,1450000,37.799465,-122.446465,Cow Hollow,6,Condominium,1929,2069223,"2,134,300",94123,118486124
11479,Address: 1160 Mission Street #1108, San FranciscoSales price: 1100000Sales date: 10/22/2013Bedrooms: 2Square feet: 1201Lot size: 43557,1160 Mission St UNIT 1108,2,2,1201,11/22/2013,1100000,37.778705,-122.412635,South of Market,4,Condominium,2008,1417394,"957,300",94103,83152934
11480,Address: 201 Harrison Street #402, San FranciscoSales price: 450000Sales date: 10/22/2013Bedrooms: 0Square feet: 432Lot size: 38449,201 Harrison St APT 402,1,1,432,10/22/2013,450000,37.787585,-122.39048,South Beach,1,Condominium,1991,596353,"1,269,100",94105,15148217
11481,Address: 355 1st Street #1706, San FranciscoSales price: 825000Sales date: 10/22/2013Bedrooms: 1Square feet: 795Lot size: 38571,355 1st St UNIT 1706,1,1,795,10/22/2013,825000,37.787029,-122.3936,South Beach,3,Condominium,2004,957648,"1,269,100",94105,64972699
11482,Address: 1531 20th Street, San FranciscoSales price: 475000Sales date: 10/22/2013Bedrooms: 0Square feet: 582Lot size: 2533,1531 20th St,1,1,700,10/22/2013,475000,37.759767,-122.396785,Potrero Hill,3,Condominium,1900,766736,"1,264,000",94107,59700623
11483,Address: 300 3rd Street #1109, San FranciscoSales price: 480000Sales date: 10/22/2013Bedrooms: 0Square feet: 581Lot size: 48941,300 3rd St APT 1109,1,0,581,01/07/2015,565000,37.783184,-122.399084,Yerba Buena,2,Condominium,1990,602951,"993,200",94107,15147842
11485,Address: 1310 California Street, San FranciscoSales price: 1155000Sales date: 10/22/2013Bedrooms: 3Square feet: 1690Lot size: 1875,1310 California St,2,3,1690,06/03/2014,1825000,37.791375,-122.41613,Nob Hill,6,Condominium,1911,1611666,"1,440,700",94109,15068258
11486,Address: 537 Grand View Avenue, San FranciscoSales price: 1995000Sales date: 10/22/2013Bedrooms: 0Square feet: 3248Lot size: 2208,537-539 Grand View Ave #539,4,5,4448,03/31/2015,1238000,37.751083,-122.442538,Noe Valley,11,MultiFamily2To4,1959,2741214,"1,751,900",94114,15132267
11487,Address: 1946 32nd Avenue, San FranciscoSales price: 663000Sales date: 10/22/2013Bedrooms: 0Square feet: 800Lot size: 2996,1946 32nd Ave,1,2,800,10/22/2013,663000,37.750878,-122.489878,Parkside,5,SingleFamily,1942,879211,"1,094,000",94116,15114375
11488,Address: 16 Cutler Avenue, San FranciscoSales price: 719000Sales date: 10/22/2013Bedrooms: 2Square feet: 920Lot size: 1875,16 Cutler Ave,1,2,920,10/22/2013,719000,37.737236,-122.505727,Outer Parkside,5,SingleFamily,1944,627383,"982,900",94116,15124498
11490,Address: 2343 Funston Avenue, San FranciscoSales price: 1109000Sales date: 10/22/2013Bedrooms: 2Square feet: 1475Lot size: 3612,2343 Funston Ave,1.25,2,1475,10/22/2013,1109000,37.744338,-122.469562,Forest Hill,5,SingleFamily,1928,1505654,"1,926,800",94116,15120102
11493,Address: 795 8th Avenue #205, San FranciscoSales price: 680000Sales date: 10/22/2013Bedrooms: 2Square feet: 836Lot size: 13267,795 8th Ave APT 205,1,2,836,10/22/2013,680000,37.773638,-122.466253,Inner Richmond,4,Condominium,1996,782307,"1,679,000",94118,15098836
11494,Address: 246 22nd Avenue, San FranciscoSales price: 1550000Sales date: 10/22/2013Bedrooms: 0Square feet: 2150Lot size: 2996,246 22nd Ave,2,3,2150,10/22/2013,1550000,37.783148,-122.4814,Central Richmond,8,SingleFamily,1914,1964710,"1,480,400",94121,15090986
11495,Address: 1540 Lombard Street #D, San FranciscoSales price: 885000Sales date: 10/22/2013Bedrooms: 2Square feet: 848Lot size: 7582,1540 Lombard St APT D,1,2,848,10/22/2013,885000,37.80132,-122.42703,Marina,5,Condominium,1947,1034992,"2,157,700",94123,64971843
11496,Address: 1731 Noe Street, San FranciscoSales price: 1170500Sales date: 10/22/2013Bedrooms: 2Square feet: 1412Lot size: 4591,1731 Noe St,1,3,1455,10/22/2013,1170500,37.741276,-122.43055,Glen Park,7,Condominium,1913,1642357,"1,628,900",94131,15183647
11497,Address: 121 Joost Avenue, San FranciscoSales price: 1250000Sales date: 10/22/2013Bedrooms: 3Square feet: 1740Lot size: 2500,121 Joost Ave,1,3,1740,10/22/2013,1250000,37.732142,-122.43804,Sunnyside,6,SingleFamily,1908,1482935,"1,030,800",94131,15186012
11499,Address: 109 South Lake Merced Hills #1A, San FranciscoSales price: 525000Sales date: 10/22/2013Bedrooms: 0Square feet: 1269Lot size: 15336,109 S Lake Merced Hls APT 1A,2,2,1269,10/22/2013,525000,37.710057,-122.483626,Lakeshore,4,SingleFamily,1975,697341,"1,237,900",94132,15198493
11500,Address: 115 Denslowe Drive, San FranciscoSales price: 1050000Sales date: 10/22/2013Bedrooms: 3Square feet: 2042Lot size: 3722,115 Denslowe Dr,2,3,2042,10/22/2013,1050000,37.722773,-122.474066,Lakeside,8,SingleFamily,1942,1353753,"1,388,300",94132,15197092
11502,Address: 400 Beale Street #2102, San FranciscoSales price: 655000Sales date: 10/21/2013Bedrooms: 0Square feet: 675Lot size: 27581,400 Beale St APT 2102,1,1,675,10/21/2013,655000,37.78691,-122.390925,South Beach,4,Condominium,2002,814250,"1,269,100",94105,80750563
11504,Address: 219 Brannan Street #16J, San FranciscoSales price: 1410000Sales date: 10/21/2013Bedrooms: 0Square feet: 0Lot size: 82966,219 Brannan St UNIT 16J,2,2,1141,10/21/2013,1410000,37.782575,-122.390364,South Beach,5,Condominium,2000,1775363,"1,269,100",94107,52422782
11505,Address: 721 Brazil Avenue, San FranciscoSales price: 535000Sales date: 10/21/2013Bedrooms: 0Square feet: 1125Lot size: 3746,721 Brazil Ave,3,5,1842,09/15/2015,930000,37.722015,-122.428666,Excelsior,8,SingleFamily,1908,940159,"757,400",94112,15169772
11508,Address: 1950 14th Avenue, San FranciscoSales price: 1270000Sales date: 10/21/2013Bedrooms: 0Square feet: 1689Lot size: 3397,1950 14th Ave,2.5,3,1912,10/21/2013,1270000,37.751669,-122.470286,Golden Gate Heights,8,SingleFamily,1959,1623311,"1,449,000",94116,15115045
11509,Address: 1330 Kirkham Street, San FranciscoSales price: 664000Sales date: 10/21/2013Bedrooms: 0Square feet: 1509Lot size: 2526,1330 Kirkham St,2,3,1509,03/21/2014,1250000,37.760152,-122.475319,Inner Sunset,10,SingleFamily,1928,1418140,"1,348,400",94122,15105593
11510,Address: 1601 La Salle Avenue, San FranciscoSales price: 455000Sales date: 10/21/2013Bedrooms: 2Square feet: 2000Lot size: 2495,1601 La Salle Ave,4,5,2900,10/21/2013,455000,37.736352,-122.38896,Bayview,10,SingleFamily,1940,1062549,"719,000",94124,15155999
11513,Address: 111 Gilbert Street #1, San FranciscoSales price: 850000Sales date: 10/18/2013Bedrooms: 0Square feet: 1473Lot size: 1920,111 Gilbert St # 1,2.5,2,1473,10/18/2013,850000,37.773237,-122.402095,South of Market,5,Condominium,1996,1224290,"957,300",94103,80743549
11518,Address: 631 Folsom Street #20B, San FranciscoSales price: 1150000Sales date: 10/18/2013Bedrooms: 2Square feet: 1054Lot size: 38089,631 Folsom St APT 20B,2,2,1054,10/18/2013,1150000,37.784713,-122.396873,Yerba Buena,5,Condominium,2009,1440680,"993,200",94107,89237743
11519,Address: 1015 Carolina Street, San FranciscoSales price: 1650000Sales date: 10/18/2013Bedrooms: 2Square feet: 1029Lot size: 2500,1015 Carolina St,3,3,1821,10/18/2013,1650000,37.755832,-122.39946,Potrero Hill,6,SingleFamily,1900,2316577,"1,264,000",94107,15151624
11520,Address: 930 Pine Street #104, San FranciscoSales price: 600000Sales date: 10/18/2013Bedrooms: 1Square feet: 700Lot size: 16730,930 Pine St APT 104,1,1,700,10/18/2013,600000,37.791067,-122.411314,Downtown,4,Condominium,1973,777075,"795,400",94108,15068634
11521,Address: 900 Bush Street #718, San FranciscoSales price: 531000Sales date: 10/18/2013Bedrooms: 1Square feet: 655Lot size: 37816,900 Bush St APT 718,1,1,655,10/18/2013,531000,37.789945,-122.412735,Downtown,4,Condominium,1982,629002,"795,400",94109,15069092
11522,Address: 1200 Gough Street #20E, San FranciscoSales price: 642000Sales date: 10/18/2013Bedrooms: 1Square feet: 900Lot size: 44676,1200 Gough St APT 20E,1,1,900,10/18/2013,642000,37.78482,-122.423994,Van Ness - Civic Center,4,Condominium,1966,844446,"839,200",94109,15077102
11523,Address: 1483 Sutter Street #1004, San FranciscoSales price: 900000Sales date: 10/18/2013Bedrooms: 2Square feet: 1316Lot size: 48636,1483 Sutter St APT 1004,2,2,1316,10/18/2013,900000,37.78675,-122.424235,Van Ness - Civic Center,5,Condominium,1993,1223339,"839,200",94109,15076445
11524,Address: 18 Moore Place, San FranciscoSales price: 1600000Sales date: 10/18/2013Bedrooms: 1Square feet: 1460Lot size: 1197,18 Moore Pl,2,2,1460,10/19/2015,2380000,37.79933,-122.42027,Russian Hill,6,SingleFamily,1908,2197231,"1,608,800",94109,15065453
11526,Address: 126 Bronte Street, San FranciscoSales price: 1055000Sales date: 10/18/2013Bedrooms: 2Square feet: 825Lot size: 1751,126 Bronte St,2,3,1588,10/18/2013,1055000,37.737771,-122.410486,Bernal Heights,6,SingleFamily,1950,1383395,"1,214,400",94110,15163086
11527,Address: 1628 York Street, San FranciscoSales price: 1458000Sales date: 10/18/2013Bedrooms: 2Square feet: 1492Lot size: 1746,1628 York St,2,3,2200,10/18/2013,1458000,37.747108,-122.406622,Bernal Heights,6,SingleFamily,1902,1942392,"1,214,400",94110,15160335
11528,Address: 237 Gennessee Street, San FranciscoSales price: 825000Sales date: 10/18/2013Bedrooms: 2Square feet: 1034Lot size: 2500,237 Gennessee St,2,2,1034,10/18/2013,825000,37.730412,-122.451415,Sunnyside,6,SingleFamily,1921,985104,"1,030,800",94112,15139491
11529,Address: 2 Chicago Way, San FranciscoSales price: 856000Sales date: 10/18/2013Bedrooms: 3Square feet: 2169Lot size: 7400,2 Chicago Way,3,3,2169,10/18/2013,856000,37.709864,-122.427876,Crocker Amazon,7,SingleFamily,1954,1029564,"817,600",94112,15177613
11530,Address: 719 Faxon Avenue, San FranciscoSales price: 895000Sales date: 10/18/2013Bedrooms: 2Square feet: 1200Lot size: 3637,719 Faxon Ave,1,2,1200,10/18/2013,895000,37.726119,-122.460193,Mount Davidson Manor,6,SingleFamily,1920,1250710,"1,370,500",94112,15140727
11531,Address: 120 Corbett Avenue, San FranciscoSales price: 935000Sales date: 10/18/2013Bedrooms: 3Square feet: 1100Lot size: 1151,120 Corbett Ave,2,3,1300,10/18/2013,935000,37.761818,-122.441012,Corona Heights,6,SingleFamily,1926,1321755,"1,449,300",94114,15128325
11532,Address: 1 Hoffman Avenue #D, San FranciscoSales price: 1110000Sales date: 10/18/2013Bedrooms: 0Square feet: 1500Lot size: 2523,1 Hoffman Ave # D,2,3,1500,10/18/2013,1110000,37.753987,-122.440665,Noe Valley,5,Condominium,1911,1368333,"1,751,900",94114,15130986
11533,Address: 738 Grand View Avenue, San FranciscoSales price: 1120000Sales date: 10/18/2013Bedrooms: 2Square feet: 1498Lot size: 3094,738 Grand View Ave,2,2,1498,10/18/2013,1120000,37.748565,-122.44289,Noe Valley,5,Condominium,1959,1353436,"1,751,900",94114,61288414
11536,Address: 3110 California Street #1, San FranciscoSales price: 950000Sales date: 10/18/2013Bedrooms: 2Square feet: 1059Lot size: 4000,3110 California St # 1,2,2,1059,10/18/2013,950000,37.787612,-122.445821,Pacific Heights,3,Condominium,2004,1146178,"1,884,400",94115,63196842
11537,Address: 2465 Washington Street, San FranciscoSales price: 3000000Sales date: 10/18/2013Bedrooms: 2Square feet: 2885Lot size: 2243,2465 Washington St,3,2,2885,10/18/2013,3000000,37.791435,-122.43379,Pacific Heights,8,SingleFamily,1900,4517652,"1,884,400",94115,15074099
11538,Address: 2479 18th Avenue, San FranciscoSales price: 901000Sales date: 10/18/2013Bedrooms: 2Square feet: 1325Lot size: 3000,2479 18th Ave,1,2,1325,10/18/2013,901000,37.741636,-122.474851,Inner Parkside,5,SingleFamily,1926,1005972,"1,304,500",94116,15122694
11539,Address: 576 Dewey Boulevard, San FranciscoSales price: 1560000Sales date: 10/18/2013Bedrooms: 4Square feet: 2222Lot size: 3700,576 Dewey Blvd,2,4,2222,10/18/2013,1560000,37.744375,-122.463361,Forest Hill,8,SingleFamily,1922,1944794,"1,926,800",94116,15133301
