data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
11/04/2018;13/04/2018;0;Masculino;40 a 49 anos;Guiné-Bissau;Bela Vista;Casa de parente ou amigo;Guarulhos;Preta;Ensino fundamental incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
14/03/2018;17/04/2018;1;Masculino;40 a 49 anos;Guiné-Bissau;Liberdade;Centro de Acolhida;Recife;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Instituições ou organizações;Documentos
15/07/2016;17/04/2018;21;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
07/10/2016;17/04/2018;18;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
24/08/2016;03/05/2018;20;Masculino;18 a 29 anos;Guiné-Bissau;Moóca;Ocupação;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
23/07/2016;03/05/2018;21;Masculino;18 a 29 anos;Guiné-Bissau;Outro Município;Ocupação;Recife;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
11/05/2017;03/05/2018;11;Masculino;18 a 29 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
09/12/2014;03/05/2018;40;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Serviço público;Regularização migratória
12/10/2017;08/05/2018;6;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Casa de parente ou amigo;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Vaga em Centro de Acolhida
01/05/2015;14/05/2018;36;Masculino;30 a 39 anos;Guiné-Bissau;Belém;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Demandas diversas
29/08/2014;17/05/2018;44;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Em situação de rua;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Outros;Vaga em Centro de Acolhida
22/01/2016;22/05/2018;28;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Outros;Regularização migratória
22/01/2016;24/05/2018;28;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
05/02/2016;24/05/2018;27;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
10/11/2015;24/05/2018;30;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
15/02/2014;24/05/2018;51;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
21/03/2016;25/05/2018;26;Masculino;30 a 39 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
24/09/2014;25/05/2018;44;Masculino;30 a 39 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
21/05/2016;25/05/2018;24;Masculino;30 a 39 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Recife;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
17/02/2017;25/05/2018;15;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
24/05/2014;25/05/2018;48;Masculino;30 a 39 anos;Guiné-Bissau;Guaianases;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
10/07/2014;25/05/2018;46;Masculino;40 a 49 anos;Guiné-Bissau;Guaianases;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
10/08/2017;25/05/2018;9;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
31/08/2017;25/05/2018;8;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
06/11/2015;25/05/2018;30;Masculino;30 a 39 anos;Guiné-Bissau;Itaquera;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
19/01/2016;25/05/2018;28;Masculino;40 a 49 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
14/07/2016;25/05/2018;22;Masculino;40 a 49 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Demandas diversas
03/07/2015;28/05/2018;34;Masculino;30 a 39 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
03/06/2016;28/05/2018;23;Masculino;40 a 49 anos;Guiné-Bissau;Campo Limpo;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
17/06/2016;28/05/2018;23;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
10/07/2015;28/05/2018;34;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Outros;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
27/11/2015;28/05/2018;30;Feminino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Outros;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
09/01/2014;30/05/2018;52;Masculino;40 a 49 anos;Guiné-Bissau;Tucuruvi;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
11/11/2016;04/06/2018;18;Masculino;30 a 39 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Recife;Preta;Ensino fundamental completo;Refugiado;Trabalhador CLT;Amigos ou parentes;Regularização migratória
16/01/2016;04/06/2018;28;Masculino;30 a 39 anos;Guiné-Bissau;Cambuci;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
06/04/2018;04/06/2018;1;Masculino;30 a 39 anos;Guiné-Bissau;Santana;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
04/09/2015;04/06/2018;33;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Demandas diversas
30/01/2018;06/06/2018;4;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Casa de parente ou amigo;Fortaleza;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
06/07/2017;11/06/2018;11;Masculino;30 a 39 anos;Guiné-Bissau;Sapopemba;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
16/05/2018;11/06/2018;0;Masculino;40 a 49 anos;Guiné-Bissau;Moóca;Centro de Acolhida;Fortaleza;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
24/10/2013;12/06/2018;55;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Serviço público;Regularização migratória
13/09/2013;13/06/2018;57;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
24/05/2014;13/06/2018;48;Masculino;50 a 59 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
16/04/2016;15/06/2018;25;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Documentos
02/01/2016;18/06/2018;29;Feminino;18 a 29 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
21/03/2018;20/06/2018;2;Masculino;30 a 39 anos;Guiné-Bissau;Sé;Igreja ou Instituição religiosa;Recife;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
17/07/2017;21/06/2018;11;Feminino;18 a 29 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Demandas diversas
21/01/2015;22/06/2018;41;Masculino;40 a 49 anos;Guiné-Bissau;Itaim Paulista;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
29/03/2018;28/06/2018;2;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Serviços de assistência social
10/09/2014;03/07/2018;45;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Demandas diversas
17/09/2016;05/07/2018;21;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
15/01/2016;10/07/2018;29;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Recife;Preta;Ensino médio completo;Visto permanente;Desempregado;Instituições ou organizações;Demandas diversas
13/12/2017;13/07/2018;7;Masculino;18 a 29 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Demandas diversas
19/04/2016;16/07/2018;26;Masculino;30 a 39 anos;Guiné-Bissau;Jardim Paulista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
18/06/2014;17/07/2018;48;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
26/12/2014;17/07/2018;42;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
02/01/2014;18/07/2018;54;Masculino;30 a 39 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Amigos ou parentes;Serviços de assistência social
11/10/2008;23/07/2018;117;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
10/06/2016;30/07/2018;25;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Instituições ou organizações;Regularização migratória
08/09/2017;03/08/2018;10;Feminino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
28/11/2013;24/08/2018;56;Masculino;50 a 59 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Orientação jurídica
24/07/2014;29/08/2018;49;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Casa de parente ou amigo;Fortaleza;Preta;Ensino superior incompleto;Indocumentado/ Irregular;Desempregado;Serviço público;Regularização migratória
20/11/2013;11/09/2018;57;Masculino;40 a 49 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Trabalhador CLT;Amigos ou parentes;Regularização migratória
28/02/2018;14/09/2018;6;Masculino;18 a 29 anos;Guiné-Bissau;Moóca;Casa de parente ou amigo;Fortaleza;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Reinserção no mercado de trabalho
31/10/2015;14/09/2018;34;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Desempregado;Instituições ou organizações;Orientação jurídica
14/05/1983;19/09/2018;424;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Recife;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Outros;Regularização migratória
23/02/2018;04/10/2018;7;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Demandas diversas
11/07/2018;10/10/2018;2;Masculino;30 a 39 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
26/03/2018;17/10/2018;6;Masculino;40 a 49 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Reinserção no mercado de trabalho
10/10/2013;17/10/2018;60;Masculino;30 a 39 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
16/09/2014;19/10/2018;49;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Ocupação;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Outros;Regularização migratória
20/10/2018;29/10/2018;0;Feminino;18 a 29 anos;Guiné-Bissau;Guaianases;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto temporário;Desempregado;Amigos ou parentes;Regularização migratória
27/12/2012;29/10/2018;70;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
17/03/1989;12/11/2018;355;Masculino;50 a 59 anos;Guiné-Bissau;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Pós-graduação;Visto permanente;Desempregado;Amigos ou parentes;Reinserção no mercado de trabalho
06/11/2015;27/11/2018;36;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Refugiado;Trabalhador autônomo;Não informado;Documentos
26/09/2018;28/11/2018;2;Masculino;30 a 39 anos;Guiné-Bissau;Guaianases;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
20/09/2010;30/11/2018;98;Masculino;18 a 29 anos;Guiné-Bissau;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Pós-graduação;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Documentos
27/09/2017;30/11/2018;14;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
29/11/2018;03/12/2018;0;Masculino;18 a 29 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Recife;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
05/12/2013;06/12/2018;60;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Instituições ou organizações;Regularização migratória
19/09/2018;19/12/2018;3;Masculino;18 a 29 anos;Guiné-Bissau;Tatuapé;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto temporário;Desempregado;Amigos ou parentes;Documentos
19/09/2018;19/12/2018;3;Masculino;18 a 29 anos;Guiné-Bissau;Tatuapé;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Serviços de assistência social
02/11/2018;02/01/2019;2;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Salvador;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
10/02/2018;11/01/2019;11;Masculino;40 a 49 anos;Guiné-Bissau;Guaianases;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
05/11/2013;14/01/2019;62;Feminino;40 a 49 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Parda;Ensino fundamental completo;Visto permanente;Desempregado;Outros;Documentos
11/07/2018;16/01/2019;6;Masculino;30 a 39 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Serviço público;Regularização migratória
11/07/2018;16/01/2019;6;Masculino;30 a 39 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Serviço público;Regularização migratória
07/03/2007;23/01/2019;142;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Serviço público;Regularização migratória
25/12/2018;29/01/2019;1;Masculino;30 a 39 anos;Guiné-Bissau;Itaquera;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Serviços de assistência social
17/12/2018;29/01/2019;1;Feminino;30 a 39 anos;Guiné-Bissau;Itaquera;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Serviços de assistência social
09/08/2013;12/02/2019;66;Masculino;40 a 49 anos;Guiné-Bissau;José Bonifácio;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
18/04/2013;20/02/2019;70;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
11/04/2018;27/02/2019;10;Masculino;40 a 49 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
31/12/2018;27/02/2019;1;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Outros;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
26/09/2013;06/03/2019;65;Masculino;40 a 49 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental completo;Refugiado;Desempregado;Amigos ou parentes;Regularização migratória
10/10/2013;06/03/2019;64;Masculino;30 a 39 anos;Guiné-Bissau;Jaguaré;Casa própria;Fortaleza;Preta;Ensino médio completo;Refugiado;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
28/12/2018;11/03/2019;2;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
17/12/2018;12/03/2019;2;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Em situação de rua;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
27/01/2017;13/03/2019;25;Masculino;18 a 29 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
22/08/1991;15/03/2019;330;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Indocumentado/ Irregular;Trabalhador informal ou ambulante;Não informado;Regularização migratória
05/12/2013;20/03/2019;63;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
01/05/2012;20/03/2019;82;Masculino;30 a 39 anos;Guiné-Bissau;Campo Limpo;Aluguel ou pensão;Guarulhos;Preta;Outros;Indocumentado/ Irregular;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
07/05/2017;22/03/2019;22;Feminino;Maiores de 60 anos;Guiné-Bissau;Liberdade;Casa de parente ou amigo;Guarulhos;Preta;Não frequentou escola;Indocumentado/ Irregular;Desempregado;Instituições ou organizações;Regularização migratória
28/11/2013;10/04/2019;64;Masculino;50 a 59 anos;Guiné-Bissau;Lapa;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Desempregado;Outros;Regularização migratória
19/12/2017;24/04/2019;16;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Vaga em Centro de Acolhida
08/02/2016;06/05/2019;38;Feminino;18 a 29 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
10/03/2018;06/05/2019;13;Masculino;18 a 29 anos;Guiné-Bissau;Moóca;Em situação de rua;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Outros;Vaga em Centro de Acolhida
30/05/2013;10/05/2019;71;Masculino;30 a 39 anos;Guiné-Bissau;Cambuci;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
22/08/2013;22/5/19 0:00;69;Feminino;18 a 29 anos;Guiné-Bissau;República;Aluguel ou pensão;Guarulhos;Parda;Ensino médio completo;Visto permanente;Trabalhador autônomo;Serviço público;Regularização migratória
20/05/2019;5/6/19 0:00;0;Feminino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Em situação de rua;Fortaleza;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Serviço público;Vaga em Centro de Acolhida
20/08/2016;7/6/19 0:00;33;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Instituições ou organizações;Regularização migratória
25/06/2016;17/6/19 0:00;35;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Recife;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
25/09/2015;17/6/19 0:00;44;Masculino;18 a 29 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Recife;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Documentos
01/07/2017;26/6/19 0:00;23;Masculino;18 a 29 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Serviço público;Regularização migratória
28/04/2019;27/6/19 0:00;1;Feminino;18 a 29 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
26/05/2018;1/7/19 0:00;13;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Recife;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
05/02/2016;1/7/19 0:00;40;Masculino;40 a 49 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Não informado;Não informado;Desempregado;Não informado;Não informado
02/10/2013;5/7/19 0:00;69;Masculino;40 a 49 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Fortaleza;Parda;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
14/01/2014;17/7/19 0:00;66;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
06/03/2019;18/7/19 0:00;4;Masculino;18 a 29 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
22/08/2013;22/07/2019;71;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Fortaleza;Preta;Ensino superior incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
